seed	team	name	kind	position	wins1	losses1	wins2	losses2	wins3	losses3	wins4	losses4	wins5	losses5	wins6	losses6	dualWins	dualLosses	overallWins	overallLosses	r2Id	r2Id2
R4	NAU  	Dillon/Sulen                        	D	 4	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 0	493064	565344
R4	PRES 	Max Benson                          	S	 1	10	 5	  	  	  	 	  	 	  	  	  	  	10	 5	10	 5	485558	      
R4	PRES 	Juan Sebastian Dominguez Collado    	S	 2	 1	 0	2 	3 	1 	3	  	 	  	  	  	  	 4	 6	 4	 6	564475	      
R4	PRES 	Nick McKinney                       	S	 3	  	  	  	  	3 	1	5 	0	5 	0 	  	  	13	 1	13	 1	485551	      
R4	PRES 	Georgije Babic                      	S	 4	  	  	2 	3 	0 	5	  	 	  	  	  	  	 2	 8	 2	 8	564476	      
R4	PRES 	Daniel Stenger                      	S	 5	  	  	3 	3 	  	 	2 	3	2 	2 	  	  	 7	 8	 7	 8	454618	      
R4	PRES 	Javier Matos                        	S	 6	  	  	  	  	1 	0	  	 	  	  	6 	2 	 7	 2	 7	 2	564474	      
R4	PRES 	Alberto Conde                       	S	 7	  	  	  	  	  	 	4 	0	1 	2 	1 	1 	 6	 3	 6	 3	398348	      
R4	PRES 	Teo Cariov                          	S	 8	  	  	  	  	1 	1	1 	2	2 	0 	  	  	 4	 3	 4	 3	513726	      
R4	PRES 	Daniel Martens                      	S	 9	  	  	  	  	  	 	  	 	0 	2 	0 	5 	 0	 7	 0	 7	564477	      
R4	PRES 	Vance Mercer                        	S	10	  	  	  	  	  	 	  	 	  	  	1 	1 	 1	 1	 1	 1	485562	      
R4	PRES 	Stenger/Collado                     	D	 1	 2	 1	4 	3 	  	 	  	 	  	  	  	  	 6	 4	 6	 4	454618	564475
R4	PRES 	Matos/McKinney                      	D	 2	  	  	  	  	4 	2	  	 	  	  	  	  	 4	 2	 4	 2	564474	485551
R4	PRES 	Benson/Conde                        	D	 3	  	  	0 	3 	  	 	  	 	  	  	  	  	 0	 3	 0	 3	485558	398348
R4	PRES 	Babic/Cariov                        	D	 4	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 0	564476	513726
R4	SALA 	Julien Evrard                       	S	 1	10	 4	3 	0 	  	 	  	 	  	  	  	  	13	 4	19	 7	562312	      
R4	SALA 	Clement Marzol                      	S	 2	 2	 1	8 	1 	2 	0	  	 	  	  	  	  	12	 2	18	 4	430411	      
R4	SALA 	Loic Cloes                          	S	 3	  	  	4 	1 	5 	3	  	 	  	  	  	  	 9	 4	 9	 4	397744	      
R4	SALA 	Sebastien Collard                   	S	 4	  	  	  	  	4 	0	7 	4	0 	2 	  	  	11	 6	20	 6	511934	      
R4	SALA 	Louis Delcour                       	S	 5	  	  	  	  	0 	1	4 	2	5 	2 	  	  	 9	 5	 9	 5	497781	      
R4	SALA 	Martin Bugaj                        	S	 6	  	  	  	  	  	 	  	 	3 	4 	1 	4 	 4	 8	 7	13	511929	      
R4	SALA 	Leon Petko                          	S	 7	  	  	  	  	  	 	1 	0	  	  	1 	5 	 2	 5	 2	 5	511935	      
R4	SALA 	Philip Bosman                       	S	 8	  	  	  	  	  	 	  	 	  	  	2 	2 	 2	 2	 4	 8	562311	      
R4	SALA 	Jordan Coutinho                     	S	 9	  	  	  	  	  	 	  	 	1 	0 	0 	1 	 1	 1	 5	 6	520617	      
R4	SALA 	Ezra Blissard                       	S	10	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 8	488930	      
R4	SALA 	Cloes/Marzol                        	D	 1	10	 2	  	  	  	 	  	 	  	  	  	  	10	 2	10	 2	397744	430411
R4	SALA 	Evrard/Collard                      	D	 2	  	  	4 	6 	  	 	  	 	  	  	  	  	 4	 6	10	 9	562312	511934
R4	SALA 	Delcour/Petko                       	D	 3	  	  	  	  	2 	2	  	 	  	  	  	  	 2	 2	 2	 2	497781	511935
R4	SALA 	Bugaj/Bosman                        	D	 4	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 1	511929	562311
R4	SCST 	Aleksa Daskalovic                   	S	 1	 2	 6	0 	1 	  	 	  	 	  	  	  	  	 2	 7	 2	 7	400557	      
R4	SCST 	Marcelo Rodriguez                   	S	 2	 0	 1	5 	3 	  	 	  	 	  	  	  	  	 5	 4	 5	 4	446404	      
R4	SCST 	Elyes Marouani                      	S	 3	  	  	  	  	9 	2	  	 	  	  	  	  	 9	 2	 9	 2	571607	      
R4	SCST 	Omer Gorgun                         	S	 4	  	  	  	  	  	 	6 	3	  	  	  	  	 6	 3	 6	 3	498189	      
R4	SCST 	Diego Arzaluz                       	S	 5	  	  	  	  	  	 	  	 	5 	3 	  	  	 5	 3	 5	 3	571606	      
R4	SCST 	Luka Stefanovic                     	S	 6	  	  	  	  	  	 	  	 	  	  	4 	1 	 4	 1	 4	 1	571609	      
R4	SCST 	Erwan Momo                          	S	 7	  	  	  	  	  	 	  	 	1 	0 	3 	3 	 4	 3	 4	 3	571608	      
R4	SCST 	Selim Ben Ali                       	S	 8	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 0	498188	      
R4	SCST 	Skander Ben Abdallah                	S	 9	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 0	498188	      
R4	SCST 	Rodriguez/Marouani                  	D	 1	 6	 6	  	  	  	 	  	 	  	  	  	  	 6	 6	 6	 6	446404	571607
R4	SCST 	Daskalovic/Momo                     	D	 2	  	  	4 	4 	  	 	  	 	  	  	  	  	 4	 4	 4	 4	400557	571608
R4	SCST 	Arzaluz/Ben Ali                     	D	 3	  	  	  	  	3 	3	  	 	  	  	  	  	 3	 3	 3	 3	571606	498188
R4	SCST 	Gorgun/Stefanovic                   	D	 4	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 0	498189	571609
R4	TAMCC	Kyohei Yamanaka                     	S	 1	10	 7	  	  	  	 	  	 	  	  	  	  	10	 7	11	 9	465257	      
R4	TAMCC	Ryuya Ata                           	S	 2	 1	 4	7 	4 	  	 	  	 	  	  	  	  	 8	 8	 9	 8	512360	      
R4	TAMCC	Nathan Schwartz                     	S	 3	  	  	4 	0 	7 	4	2 	0	  	  	  	  	13	 4	15	 5	562420	      
R4	TAMCC	Pascal Lorieul                      	S	 4	 1	 0	1 	0 	3 	0	10	0	  	  	  	  	15	 0	17	 1	512363	      
R4	TAMCC	Borja Delgado                       	S	 5	  	  	  	  	4 	0	1 	0	4 	0 	5 	1 	14	 1	14	 1	562419	      
R4	TAMCC	Guillermo Castaneda                 	S	 6	  	  	  	  	  	 	4 	0	2 	0 	4 	1 	10	 1	10	 1	512362	      
R4	TAMCC	Carlos Berna Ruiz                   	S	 7	  	  	  	  	  	 	2 	0	5 	4 	0 	1 	 7	 5	12	 7	512361	      
R4	TAMCC	Chad Nguyen                         	S	 8	  	  	  	  	  	 	  	 	3 	0 	1 	0 	 4	 0	 5	 0	436796	      
R4	TAMCC	Ernesto Mealla                      	S	 9	  	  	  	  	  	 	  	 	  	  	3 	0 	 3	 0	 3	 0	564990	      
R4	TAMCC	K.Yamanaka/Ata                      	D	 1	 8	 6	3 	0 	  	 	  	 	  	  	  	  	11	 6	12	 9	465257	512360
R4	TAMCC	Schwartz/Lorieul                    	D	 2	 2	 0	2 	2 	  	 	  	 	  	  	  	  	 4	 2	15	 8	562420	512363
R4	TAMCC	B.Delgado/Ruiz                      	D	 3	  	  	  	  	5 	0	  	 	  	  	  	  	 5	 0	18	 4	562419	512361
R4	TAMCC	Nguyen/G.Castaneda                  	D	 4	  	  	  	  	9 	3	  	 	  	  	  	  	 9	 3	10	 3	436796	512362
R4	UNCW 	Bruno Caula                         	S	 1	11	 6	  	  	  	 	  	 	  	  	  	  	11	 6	11	 6	497883	      
R4	UNCW 	Davide Innocenti                    	S	 2	  	  	8 	3 	0 	1	  	 	  	  	  	  	 8	 4	 8	 4	485192	      
R4	UNCW 	Daniel Groom                        	S	 3	  	  	3 	1 	7 	3	  	 	  	  	  	  	10	 4	10	 4	411988	      
R4	UNCW 	Bekhzod Rasamatov                   	S	 4	  	  	2 	0 	1 	1	3 	2	3 	0 	2 	1 	11	 4	11	 4	564561	      
R4	UNCW 	Gabriel Hurtado                     	S	 5	  	  	  	  	3 	0	1 	3	4 	3 	  	  	 8	 6	 8	 6	564558	      
R4	UNCW 	Michael Copeland                    	S	 6	  	  	  	  	  	 	4 	3	4 	1 	5 	2 	13	 6	13	 6	398721	      
R4	UNCW 	Leo Sprovieri                       	S	 7	  	  	  	  	  	 	  	 	2 	0 	6 	1 	 8	 1	 8	 1	497884	      
R4	UNCW 	Dillon Gooch                        	S	 8	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 0	      	      
R4	UNCW 	John Dransfeld                      	S	 9	  	  	  	  	  	 	  	 	  	  	0 	2 	 0	 2	 0	 2	564560	      
R4	UNCW 	Groom/Caula                         	D	 1	11	 4	  	  	  	 	  	 	  	  	  	  	11	 4	11	 4	411988	497883
R4	UNCW 	Gooch/Rasamatov                     	D	 2	  	  	3 	2 	4 	0	  	 	  	  	  	  	 7	 2	 7	 2	      	564561
R4	UNCW 	Sprovieri/Hurtado                   	D	 3	  	  	1 	1 	6 	1	  	 	  	  	  	  	 7	 2	 7	 2	497884	564558
R4	UNCW 	Copeland/Innocenti                  	D	 4	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 0	398721	485192
R4	UNM  	Raul Dobai                          	S	 1	 7	 5	2 	2 	  	 	  	 	  	  	  	  	 9	 7	 9	 7	514836	      
R4	UNM  	Dominic West                        	S	 2	 1	 2	6 	3 	  	 	  	 	  	  	  	  	 7	 5	 7	 5	462967	      
R4	UNM  	Stepan Holis                        	S	 3	  	  	  	  	5 	5	2 	0	  	  	  	  	 7	 5	 7	 5	416218	      
R4	UNM  	Rafael Abdul Salam                  	S	 4	  	  	  	  	0 	1	3 	3	3 	2 	  	  	 6	 6	 6	 6	520794	      
R4	UNM  	Jake Trondson                       	S	 5	  	  	  	  	  	 	  	 	3 	0 	5 	4 	 8	 4	 8	 4	515079	      
R4	UNM  	Sergio Molina                       	S	 6	  	  	  	  	  	 	0 	6	1 	1 	  	  	 1	 7	 1	 7	520795	      
R4	UNM  	Nico Prieto                         	S	 7	  	  	  	  	  	 	  	 	  	  	2 	1 	 2	 1	 2	 1	490498	      
R4	UNM  	Alex Maggs                          	S	 8	  	  	  	  	  	 	  	 	0 	1 	  	  	 0	 1	 0	 1	514837	      
R4	UNM  	West/Molina                         	D	 1	 8	 3	3 	0 	  	 	  	 	  	  	  	  	11	 3	11	 3	462967	520795
R4	UNM  	Trondson/Dobai                      	D	 2	 1	 3	7 	4 	  	 	  	 	  	  	  	  	 8	 7	 8	 7	515079	514836
R4	UNM  	Maggs/Holis                         	D	 3	  	  	  	  	5 	4	  	 	  	  	  	  	 5	 4	 5	 4	514837	416218
R4	UNM  	Prieto/Salam                        	D	 4	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 0	490498	520794
